0,1,2,3,4,5,6,7,8,9
0.06519681,-0.0058755707,-0.058489848,-0.12171294,0.007756408,0.16838802,-0.025214784,-0.22505397,0.22803691,-0.0644714
0.082549326,-0.0769654,-0.0096603995,0.06729143,-0.20078929,0.24493995,0.1336235,-0.14386444,-0.028823817,-0.108094566
0.043751206,-0.006752399,0.043821312,-0.0017297242,-0.07170393,0.1254853,-0.03507531,-0.015666923,-0.016270585,-0.05817652
0.07950169,0.18695156,-0.101909116,-0.11268263,-0.21496366,0.038885184,0.16431198,-0.016210055,0.014998815,-0.029622242
-0.01298552,0.004763702,-0.0042894175,0.0067361426,-0.013563518,0.040308546,-0.015878601,0.0754478,-0.033632044,-0.03580256
0.05493335,0.27397224,-0.08381297,-0.009687924,-0.06385574,0.0342191,-0.071026936,-0.021279361,-0.03572929,-0.045147244
-0.080586776,-0.18468481,-0.12549569,-0.12723956,0.098749526,0.37253776,0.4335028,-0.5275343,-0.047798753,0.12304045
-0.04351311,-0.04032932,-0.08849055,-0.059382163,-0.19560768,0.3145137,0.44595578,-0.08908361,-0.14922898,-0.072956234
-0.02206366,-0.106831886,-0.0831764,-0.006315656,-0.13758346,0.010602849,-0.050350487,0.4051077,0.07784053,-0.067798845
0.003010998,0.030218028,-0.017623782,-0.022554195,-0.035042185,0.14975663,-0.052859154,0.0031461648,-0.12814496,0.0982513
0.0020452524,-0.0067603625,-0.009297365,-0.0071690255,-0.013335963,-0.016176064,-0.0018105839,-0.0014819346,0.021673298,0.013774283
-0.0059750113,-0.012958505,-0.013386121,-0.0004099407,-0.003271553,0.17231826,-0.016528519,-0.08044151,-0.039253745,-0.04898982
0.2397958,-0.25819418,0.12010981,0.116709836,0.0949902,-0.2002424,0.23557812,-0.28712597,0.21882905,-0.285808
0.34741434,-0.041720983,-0.21604241,-0.055407338,-0.25740945,-0.024704395,0.4530745,-0.06291341,-0.0889807,-0.062267527
-0.013138418,-0.018665137,-0.0023265812,-0.0072527984,-0.020400718,0.0031686781,0.007981772,-0.00844828,-0.007125625,-0.017519327
-0.014669196,-0.016832303,-0.0038338536,-0.03591061,-0.078429714,-0.04898895,0.103454076,0.12518202,-0.07543491,0.0516659
0.15387319,0.14556947,0.13669203,-0.06585589,-0.06389424,-0.124113195,0.13169801,-0.061404403,-0.015130405,-0.16403224
-0.021103058,-0.0020098984,0.008399419,0.0042497497,0.0013215664,0.01164549,-0.0046353023,-0.004773644,-0.00048302536,-0.0048900335
-0.049142066,-0.15104295,-0.124001645,-0.057073195,-0.16351357,0.04430559,-0.3570426,0.30313292,0.24463043,0.3210088
0.00439872,-0.0007165371,-0.020077864,0.0071419324,-0.033808142,0.04024374,0.012277805,-0.028071983,-0.007639158,-0.015857233
-0.13139361,0.14816317,0.36996064,-0.09915127,0.42742452,-0.06404688,0.099550135,-0.35955787,-0.0698035,-0.3226273
0.17737582,0.0052498705,0.11628082,-0.20923536,0.11326177,0.005560643,0.14139545,-0.25171804,0.038984295,-0.14099932
0.01763346,-0.00755863,-0.0011531232,-0.009760467,0.0008694961,-0.00069338473,-0.0044156555,0.001851854,0.020399585,0.02481162
0.08712795,0.30588317,0.04062944,0.03946762,0.126129,-0.12963322,0.06360234,-0.102855295,-0.34270203,-0.11171199
-0.020361265,0.016097018,0.021749375,0.018675817,0.010618163,0.062821284,-0.020186502,-0.008024868,0.0052830502,-0.019137194
-0.013003103,-0.02324679,0.026221992,0.17479362,-0.07550329,0.10108268,-0.10667341,-0.12065209,0.036215704,-0.021579621
-0.028337775,0.264394,-0.1802832,0.13218322,0.15674828,0.00872528,-0.14152344,-0.08877496,-0.046936747,-0.05538251
0.031668242,-0.019030143,0.015717661,0.015339447,-0.014742555,0.03832127,-0.05626563,-0.006699377,-0.046182476,-0.0248492
0.15727362,-0.035029687,0.16468373,-0.15539834,-0.12135638,0.18322746,-0.2955854,-0.011148613,0.013051527,0.1620792
-0.14224938,-0.093610555,-0.17170468,0.015356696,0.010069639,0.24171822,0.28445294,0.04281448,-0.15960898,-0.023469273
0.07730507,-0.08663476,-0.01758596,0.052323382,0.23608847,-0.37837428,0.1280822,-0.06238637,0.13852535,-0.09231194
-0.12495361,0.18580143,0.03744855,0.02183451,0.006186769,-0.038262956,-0.25356328,0.3679457,0.113219365,-0.3044622
0.023337144,-0.06625281,0.32079387,0.0602938,-0.11189369,-0.020073352,-0.045574665,0.022940287,-0.10207404,-0.053621314
-0.07525856,0.14182411,-0.060675018,-0.0011128371,0.06879473,-0.06570212,0.023012497,-0.10677538,0.09306757,-0.044914886
0.19346663,0.038558103,0.056714173,-0.1330677,-0.07273389,-0.005861106,-0.06577005,-0.00929776,-0.027758854,-0.022188438
0.024446707,0.042418648,0.1850584,-0.049581513,0.024839656,-0.24329652,0.09574244,-0.11424372,0.1903381,-0.13562004
0.114648566,0.20990853,0.0492432,0.0142042395,0.05259323,-0.11833311,0.14237091,-0.09891302,-0.28559154,-0.083801664
-0.07481483,-0.16020311,-0.10306913,-0.24572983,-0.04534935,0.4573281,-0.15477565,0.058453437,0.13758853,0.22415659
