0,1,2,3,4,5,6,7,8,9
-0.014972903,-0.007241005,-0.0045307972,-0.008805883,-0.002752048,0.3698698,-0.0142751,-0.13867365,-0.10854323,-0.023315229
0.02852537,-0.10232644,0.08859051,-0.13380924,-0.3086378,0.41685873,-0.16297205,-0.1315669,0.04825559,0.22286317
0.11803893,0.11632826,-0.14555112,-0.020811314,-0.18600404,0.025028508,0.22450894,-0.06150795,-0.065122016,-0.03423304
0.035885986,0.043183584,-0.072163,-0.09796066,-0.02780884,0.025812391,0.14260556,-0.0035341538,0.013687919,-0.00029819246
0.02220196,-0.014979292,0.0065085976,-0.020477362,0.0015603816,-0.2341221,-0.023525514,0.06030787,0.04307673,0.13495615
-0.05812779,-0.05671424,-0.011805815,-0.09364777,0.0059927343,0.09249119,-0.050705396,-0.06378641,0.04030204,0.25290874
-0.046794668,0.24428694,-0.008131249,-0.016219456,-0.0061678546,-0.0380746,-0.13170697,0.07224532,0.0068005347,-0.07284565
0.0018331537,-0.32112628,0.06565086,0.08503443,0.3063475,-0.12289453,0.10972891,-0.124753185,0.13514976,-0.11014049
0.1274419,0.020232068,0.015654067,-0.15303192,-0.023351189,0.24102898,0.08738533,-0.1409954,0.058774564,-0.241441
0.07899522,-0.12305676,-0.044735942,0.009821056,0.1818038,-0.09219374,0.19478871,-0.07955386,0.12975143,-0.23344247
-0.13187577,-0.092033565,-0.12292682,-0.089922875,0.14492099,0.3339882,-0.08706117,0.028191675,0.07260976,-0.009760561
0.009130388,-0.0132539915,-0.0725382,-0.031973224,0.018203076,-0.11392085,-0.017906666,0.016028687,0.049955357,0.113965064
-0.022937352,-0.2790591,-0.012749132,0.057605673,0.15230377,0.1674548,0.30540833,-0.34096456,0.0066273343,-0.03515057
0.0008077029,0.030351091,-0.0443473,-0.15271637,-0.027175358,-0.14849238,0.08500941,0.03192794,0.018175788,0.18278785
-0.008575605,0.0030615446,0.0863373,-0.027865112,0.18945405,-0.106842,0.07993003,-0.1331943,0.08097237,-0.15112604
-0.00429098,0.06554551,-0.041190688,0.06803971,0.029739914,-0.13810499,0.056856625,0.027328912,0.025078999,-0.063303106
-0.08227618,-0.07963171,-0.19353053,0.015008603,0.01714473,-0.004459584,0.48330128,-0.05405161,-0.043649662,-0.019577205
0.21644291,-0.1756383,-0.15467806,0.101639226,-0.09469019,0.013989642,0.19344614,-0.027671417,-0.03794685,-0.017868709
-0.20918247,-0.20881286,0.047239847,0.11721627,-0.11408084,0.12275185,-0.21234444,0.22173084,0.07619494,0.14249595
0.10306546,-0.06189332,0.14930315,-0.14157481,-0.12655883,0.311264,-0.2781708,-0.12393369,-0.1486338,0.30026397
-0.123599105,-0.07215441,0.07999422,-0.07904384,0.13531291,-0.17238858,0.04801883,0.054725666,0.26825494,-0.11787937
0.04419009,-0.05992129,-0.051765967,-0.106268704,-0.09980993,0.067271434,-0.09484167,0.14209504,0.09929006,0.071916625
-0.087865904,-0.04585569,0.30219376,-0.06040357,-0.108424895,0.22177957,-0.17207578,0.13355449,0.020768985,-0.20890875
-0.12785459,0.14600146,0.010325185,0.1190054,0.07774733,0.047294345,-0.26154396,-0.06873346,0.0895423,-0.03632277
-0.09325386,0.01948625,-0.10396178,-0.07615888,0.1642531,0.027681055,0.11670401,-0.1310007,-0.11505987,0.20845868
-0.18109688,-0.19752847,0.05357436,-0.13946693,0.058907613,0.005160534,-0.042167943,-0.042688817,0.23689531,0.26745173
-0.29291984,-0.13950175,-0.004371082,0.051099956,0.15862155,0.11315537,0.2448049,0.12440835,-0.13370465,-0.13582738
0.046128638,-0.18232675,-0.06690547,0.052393492,-0.023916697,-0.18821612,0.15115961,0.17218806,-0.010705154,0.05396448
0.008395713,-0.021602288,-0.032381296,-0.032907736,-0.04070493,0.12572202,0.11313676,-0.06992295,-0.041750405,-0.041456748
0.11510829,0.21671654,-0.058701664,0.096092224,-0.15068305,-0.008451185,-0.0014432822,-0.11949455,-0.016062068,-0.08462117
-0.07354703,0.009674903,0.07828075,0.17135552,0.027314242,0.04454479,-0.050997328,-0.060903225,-0.10272865,-0.068230204
-0.089663714,-0.017095894,-0.12701017,0.07849515,0.13864748,0.16124706,-0.17101793,0.26733884,-0.08443414,-0.15414324
-0.00074539555,0.03642185,-0.43858114,0.38491476,0.18450008,-0.009896566,0.03129818,-0.10895341,-0.02025612,-0.06537273
0.23208785,0.18235137,-0.09929865,0.055862613,-0.13175939,-0.048229884,-0.074356966,-0.05033731,-0.06601363,-0.049945503
-0.029710427,0.26844114,-0.047347862,0.08193505,-0.053659562,-0.075585395,-0.1261457,0.11067727,-0.020245116,-0.12103601
-0.17095757,0.16128583,0.0051163705,0.26593,0.0020561675,-0.37880117,-0.0148532335,0.023394877,-0.103155605,0.2035482
0.09916811,-0.016841153,-0.03888277,-0.0635338,-0.036532775,0.041605618,0.061362214,-0.01116793,-0.011432514,-0.016885016
-0.17415439,-0.10638058,-0.15546456,0.017885353,0.053051967,0.028933216,0.053287804,0.08101975,0.06277173,0.20274895
0.08059034,-0.013912,-0.008615543,-0.020476997,0.011280319,-0.06551155,-0.061035983,0.06723926,0.04543484,-0.015046904
0.08633999,0.29336524,0.15067577,0.008967624,0.266841,-0.20533374,-0.008432648,-0.17066836,-0.33147663,-0.12040897
0.023104662,-0.26199144,0.23540579,0.1775157,-0.0044323565,-0.025100438,0.13011558,-0.23511189,-0.022916231,-0.013618598
-0.01959143,0.021894606,-0.08758224,0.01912527,0.023137594,0.14972791,-0.010666524,-0.080892846,-0.10904398,0.067184076
-0.14399439,0.10291762,-0.19022249,-0.16243394,-0.07069274,-0.13615182,-0.25668684,0.7448378,-0.22112854,0.33017316
-0.10113486,-0.07015704,0.0982112,0.05632166,0.06348576,0.07051017,0.040324308,-0.087449685,-0.18702035,0.07147499
0.1844652,0.24639405,0.31666425,-0.09010983,0.35900396,-0.4835624,0.10118443,-0.28767037,-0.09255187,-0.22913486
-0.112870924,0.05429183,-0.09327887,0.10137653,0.05636232,0.095413834,-0.14910428,0.104701824,0.04252942,-0.122004755
-0.065268114,-0.036503945,-0.12551221,-0.087338015,-0.06889542,-0.1271263,-0.12473036,0.35807994,-0.19887446,0.48802653
-0.08864621,-0.0072546764,0.029055772,0.12084899,0.09242312,0.057440255,-0.12003485,-0.00040559276,-0.03193274,-0.044393778
-0.019959858,0.14381632,0.14600763,0.40174997,0.013740412,-0.10703327,-0.11993049,-0.1451015,-0.2922158,-0.061210264
-0.0072432524,-0.044539616,0.08386851,0.12996712,0.049323626,-0.056147408,0.17323829,-0.13003874,-0.018486314,-0.21400036
-0.059963573,-0.044750012,-0.021428255,-0.11597119,0.009556984,0.24943908,0.38214,-0.22764078,-0.10401595,-0.12804581
0.050346244,-0.09812047,-0.039838083,-0.06422267,0.011838017,0.052609257,-0.184966,-0.06559338,0.19917858,0.10145886
-0.10032795,0.42828777,0.03152397,0.14118639,-0.026709164,-0.07075237,-0.20677802,-0.044409506,-0.1078798,-0.0788471
-0.19173457,-0.17420506,0.3305355,0.018386176,0.31925398,0.24528505,0.033421487,-0.3378607,-0.08694958,-0.16761683
-0.02229872,0.07970406,-0.00079183147,-0.00035468442,-0.019170688,-0.016930023,-0.007886551,0.008704314,0.016970646,-0.0032821281
-0.10772784,0.17168473,-0.03355044,0.010996723,0.0036423365,-0.116526775,-0.033267867,0.12647772,-0.017445408,-0.02391532
0.007352255,0.07902103,-0.02812232,-0.14920777,0.021188445,-0.20363559,-0.0073691006,0.14028053,0.10023211,0.005246009
0.012146241,0.029677963,-0.0065050772,-0.025118457,-0.0074152146,-0.010635942,0.000594747,0.0037033274,0.001690641,0.00778954
